timestamp,from_me,text
2024-10-15 03:57:35,0,yg don’t call often do u 
2024-10-15 03:57:38,0,like the three of u
2024-10-15 03:57:50,1,￼
2024-10-15 03:57:51,1,isn’t it pretty 
2024-10-15 03:58:06,1,oh no 
2024-10-15 03:58:08,0,i mean i’d definitely try to swim 
2024-10-15 03:58:15,0,would u just drown??
2024-10-15 03:58:17,1,no it’s too cold
2024-10-15 03:58:24,1,no we don’t call that often anymore we used to a lot
2024-10-15 04:00:55,0,tis quite pretty
2024-10-15 04:01:09,0,i bet it looks cooler in person 
2024-10-15 04:01:42,0,wait so the water would hit u and you’d just be like ah it’s too cold i’ll just sit here and did
2024-10-15 04:02:07,0,ohh wait it’s too cold to drown
2024-10-15 04:03:33,0,thats kinda sad im sure it’ll be good to be reunited
2024-10-15 04:03:40,0,when’s the last time u and arianna talked 
2024-10-15 05:00:52,1,mhm exactly that andrew
2024-10-15 05:01:20,1,u ignored my hypothesis 
2024-10-15 05:01:37,1,ohhh 
2024-10-15 05:01:49,1,i thought u wanted to swim the lake in the photo
2024-10-15 05:03:13,1,noo there’s smth to do with physics right like u can’t swim up the water pressure stufff
2024-10-15 05:03:35,1,like literally when i was in san diego lol
2024-10-15 05:13:40,0,nah i would be fine i’ll just defy physics for a little
2024-10-15 05:13:51,0,oh wow it’s been a minute
2024-10-15 05:13:59,0,when are u playing
2024-10-15 05:18:47,1,um only god can do that and last time i checked ur not god 
2024-10-15 05:19:10,1,7pm
2024-10-15 05:55:42,0,ur right god makes ur life terrible sometimes i would never do that
2024-10-15 05:56:10,0,whatcha doing between now and then
2024-10-15 05:56:26,0,wait also how was ur day what have u done so far besides class
2024-10-15 06:14:20,1,after class i went to get lunch with lissi and then now i’m at labo 
2024-10-15 06:14:31,1,trying not to kms the usual
2024-10-15 06:14:42,1,sorry i feel like i say that way too often
2024-10-15 06:14:49,1,i never actually do 
2024-10-15 06:14:54,1,how was ur day
2024-10-15 06:15:10,1,did u score a home run(the football game) 
2024-10-15 06:15:15,1,are u quarterback
2024-10-15 06:15:21,1,defence
2024-10-15 06:15:32,1,the 30 yard mark amiright
2024-10-15 06:20:50,0,it’s ok i understand
2024-10-15 06:20:55,0,ur just silly and goofy that’s all 
2024-10-15 06:21:28,0,i can tell ur a big football fan
2024-10-15 06:21:48,0,i played on the line so i just run into ppl and try to push them ard it’s pretty fun 
2024-10-15 06:22:19,0,wow look at u speaking in yards 
2024-10-15 06:23:30,0,my day was pretty good tho just class football hanging out w roommates and currently watching a lecture
2024-10-15 06:26:10,1,massive 
2024-10-15 06:26:19,1,awesome 
2024-10-15 06:26:34,1,hehehehehe
2024-10-15 06:27:05,1,ur such a football fan as well i can tell
2024-10-15 06:27:22,1,nice midterm right friday
2024-10-15 06:33:03,0,the biggest fan i get my weekly exposure on sundays when ben is watching football the entire day and i’ll ask him questions abt it like a child
2024-10-15 06:33:21,0,yup 104 on friday and 180 next wednesday
2024-10-15 06:35:21,1,can u not leave me on seen on instagram 
2024-10-15 06:35:25,1,at least leave me on delivered
2024-10-15 06:35:30,1,or like my message
2024-10-15 06:35:37,1,don’t leave me on seen 
2024-10-15 06:35:38,0,oh shit sorry
2024-10-15 06:35:42,0,i’ll respond en
2024-10-15 06:35:49,1,u don’t even need to
2024-10-15 06:36:03,1,ugh
2024-10-15 06:36:21,1,till i rlly want to kms 
2024-10-15 06:36:30,1,i do that every superbowl
2024-10-15 06:36:44,1,this is super fun
2024-10-15 06:37:04,0,that’s the spirit i love the attitude 
2024-10-15 06:37:36,0,it’s so fun cause ben knows so much random stuff abt football and sports he’s like a trivia machine 
2024-10-15 06:37:46,0,is it tho
2024-10-15 06:38:33,1,its better than doing research adn not knowing ansingle thing
2024-10-15 06:39:03,1,that’s actually so fun i wish i was that but not with football like with general knowledge 
2024-10-15 06:48:47,0,okok ur right life is perfect here
2024-10-15 06:48:58,0,i love my midterms 🥰🥰
2024-10-15 06:49:41,0,me too i like pulling out random facts that i have no reason to know 
2024-10-15 06:59:19,1,i’m sorry no you are valid 
2024-10-15 06:59:22,1,i hear you 
2024-10-15 06:59:25,1,you are heard
2024-10-15 06:59:38,1,i c u
2024-10-15 06:59:49,1,should i go home 
2024-10-15 06:59:52,1,and give up 
2024-10-15 07:13:28,0,thank you megan. thanks for hearing my story 
2024-10-15 07:13:44,0,mm did u get enough work done 
2024-10-15 07:14:07,0,wait also are u still reading papers only or do u have a project as well 
2024-10-15 07:24:01,1,hm whatever i started reading my paper through the intro now
2024-10-15 07:24:18,1,i’m reading paper but also trying to figure out my research proposal need to email my prof tmr
2024-10-15 07:24:31,0,wait this is crazy ur gonna do math research 
2024-10-15 07:24:36,0,i’m so curious how this works 
2024-10-15 07:25:25,1,do u want to switch lives
2024-10-15 07:25:34,1,u seem more excited u can do it for me
2024-10-15 07:25:52,0,well it sounds super cool 
2024-10-15 07:26:01,0,but i bet it’s a real pain in the ass to actually do it
2024-10-15 07:26:31,0,also i think i’ll stick to ml research i’m too slow for math 
2024-10-15 07:27:21,1,i’m very slow as well
2024-10-15 07:27:34,1,also i take it back this life is pretty good right now
2024-10-15 07:27:44,1,okay i’m leaving fuck this!
2024-10-15 07:30:19,0,yea studying and living in japan is pretty fucking cool 
2024-10-15 07:30:29,0,yayy no more lab 
2024-10-15 07:30:36,0,u going home?
2024-10-15 07:34:19,1,mhm
2024-10-15 07:34:28,1,i’m excited to read my book
2024-10-15 07:35:29,1,not trying to toot my own horn but i look so much prettier today than other days i think my skin is starting to clear up
2024-10-15 07:36:24,0,it seems like u made a good choice despite all the torture and war
2024-10-15 07:36:44,0,i mean i’m sure ur right
2024-10-15 07:36:55,0,but to rly be sure i would need evidence
2024-10-15 07:40:11,1,no my beauty can’t be captured through a screen it has to be felt 
2024-10-15 07:40:31,0,lameee
2024-10-15 07:40:36,1,hey
2024-10-15 07:40:47,1,that’s not very kosher 
2024-10-15 07:40:55,0,ahahah
2024-10-15 07:41:15,0,i love using random jewish terms when they don’t apply
2024-10-15 07:41:25,1,wdym it applies 
2024-10-15 07:41:28,1,very well
2024-10-15 07:41:31,0,i’ll ask ben on a biweekly basis if he’s going to yom kippur 
2024-10-15 07:41:40,1,did he get a bar mitzvah 
2024-10-15 07:41:41,0,(i have no idea what yom kippur is)
2024-10-15 07:41:46,0,yea probably 
2024-10-15 07:42:16,1,awesome
2024-10-15 07:42:19,1,i’ve always wanted one
2024-10-15 07:42:27,1,or a quincinera
2024-10-15 07:42:30,1,quincinera
2024-10-15 07:42:45,1,however u spell 
2024-10-15 07:44:15,0,let’s host one for u 
2024-10-15 07:44:36,0,at the age of 21 u can have a quincinmitzvah
2024-10-15 08:00:19,1,ugh nvm the book sucks again
2024-10-15 08:00:37,1,aw that so kind of you
2024-10-15 08:01:00,1,oh my hod it’s pretty soon tho do u have time to plan it 
2024-10-15 08:12:42,0,i predicted that you would want one all the work has already been done
2024-10-15 08:12:55,0,oh god what’s happening now
2024-10-15 08:21:45,1,wow u know me so well huh 
2024-10-15 08:22:08,1,i’m expecting a lot then
2024-10-15 08:25:12,1,complicated story but currently main guy gets back out from the well and finds naked girl on her bed girl he had wet dreams about who is also a prostitute and also some sort of clairvoyant that knew about the dreams and now she’s talking about how the dudes ex wife’s brother raped her
2024-10-15 08:25:16,1,so it’s all good man 
2024-10-15 08:25:25,1,saul good man
2024-10-15 08:29:19,0,good keep ur expectations high 
2024-10-15 08:29:24,0,it’s gonna be crazy 
2024-10-15 08:29:37,0,oh that’s fun sounds like murakami 
2024-10-15 08:29:43,0,are u home now
2024-10-15 08:33:03,1,mhm
2024-10-15 08:33:23,1,ok i’m excited 
2024-10-15 08:33:27,1,don’t let me down
2024-10-15 08:33:49,1,i think this is the last book i’ll read from him i’ve had enough for a lifetime 
2024-10-15 08:40:57,0,are u free to call for like 10 mins before gamer time
2024-10-15 08:41:44,0,whattt don’t u love his completely outlandish writing style 
2024-10-15 08:42:04,0,you get to read abt torture war and disturbingly vivid sexual encounters
2024-10-15 09:12:43,0,goodnight 😘
2024-10-15 20:27:47,0,hey megs what a great gaming session w the girls seems like yg had a blast maybe consider going pro or smth
2024-10-15 20:28:05,0,i rly hope ur not getting sick i think u should pray more so jospeh will be on ur side
2024-10-15 20:33:08,0,ok so today i woke up and had two pieces of toast a couple of eggs yogurt w berries granola and honey and then some grapes and coffee
2024-10-15 20:34:22,0,tommy drove me to school (he’s literally my father) and i went to my meeting but only 1 of the ppl in the group showed up? so we talked abt emergence for 90 mins as u do but didn’t come up w a project idea so that was cool and then i talked to the guy after abt his research and whatnot pretty interesting guy he’s from saudi arabia and now i’m at geisel w james simon and simon’s girlfriend velmar and i’m getting nothing done so overall things are going pretty well i would say 
2024-10-15 22:43:18,1,good morningggg
2024-10-15 22:43:27,1,fireeeee 
2024-10-15 22:43:58,1,aww cute tommy is ur father 
2024-10-15 22:44:22,1,hey they were all just scared to show up bc they knew u were gonna be there
2024-10-15 23:05:57,0,hey good morning love 
2024-10-15 23:06:06,0,grape diplomacy twas fire
2024-10-15 23:06:33,0,totally they were def terrified of me
2024-10-15 23:06:39,0,and my emergence
2024-10-15 23:06:45,0,how’d u sleep
2024-10-15 23:19:48,1,￼
2024-10-15 23:19:51,1,look at my mosquito bites
2024-10-15 23:19:59,1,they’re trying to kill me 
2024-10-15 23:20:27,1,100%
2024-10-15 23:20:39,1,i slept okay woke up before alarm once again but it’s all good 
2024-10-15 23:21:12,0,holy shit ur just like me
2024-10-15 23:21:25,0,also slay girl skinny legend 
2024-10-15 23:21:43,0,hey that’s ok natural alarm clock at least
2024-10-15 23:22:01,0,are u ready for a fun day of work w licee
2024-10-15 23:22:22,0,lisee*
2024-10-15 23:30:11,1,oh my god 
2024-10-15 23:30:24,1,it’s actually everywhere on my arm too
2024-10-15 23:30:42,1,lissi**
2024-10-15 23:31:06,1,yes super excited
2024-10-15 23:35:35,0,wait where are u getting these bites from 
2024-10-15 23:36:03,0,see that spelling makes way more sense but i could’ve sworn u spelled i lisee before
2024-10-15 23:36:20,0,math paper time!!
2024-10-16 00:19:22,1,u knkw that photo i took yesterday of the lake i think it was there
2024-10-16 00:19:41,1,ya i think i used to spell her name wrong …
2024-10-16 00:19:54,1,try not to kill self challenge!!!
2024-10-16 00:20:02,1,whatcha doing now
2024-10-16 00:20:47,0,yk what they say beauty is pain 
2024-10-16 00:21:01,1,oh my hod
2024-10-16 00:21:05,1,i’m the first to the lab
2024-10-16 00:21:15,0,like ur the only one in the room 
2024-10-16 00:21:36,0,we just worked out (me simon james) now at glider lounge doing my cs hw
2024-10-16 00:22:14,0,i’m rly tied today and i had a coffee after my meeting but it wasn’t enough so i took pre before the gym too and i think i’m crashing a bit now
2024-10-16 00:22:34,1,ya i had to unlock the door 
2024-10-16 00:23:08,1,oh don’t crash
2024-10-16 00:23:11,1,i still need you
2024-10-16 00:23:21,1,yes i’m gonna prance around
2024-10-16 00:25:08,1,hey there 
2024-10-16 00:25:12,0,don’t u feel so powerful the laboratory is all urs
2024-10-16 00:25:12,1,it’s all fun and games
2024-10-16 00:25:19,1,my stomach hurts
2024-10-16 00:25:22,1,my head hurts
2024-10-16 00:25:26,1,my throat slightly hurts
2024-10-16 00:25:32,1,the world won’t leave me alone
2024-10-16 00:27:03,0,aw it’s ok i’m not dying or anything
2024-10-16 00:27:22,0,i think i should be more worried than u if anything 
2024-10-16 00:27:35,0,you seem to wanna kys multiple times a day 
2024-10-16 00:27:41,1,oh it’s so swell
2024-10-16 00:30:05,1,￼
2024-10-16 00:30:08,1,look how cutee
2024-10-16 00:31:12,0,dance party 💃 
2024-10-16 00:34:15,0,oh my god
2024-10-16 00:34:22,0,oh yea how’s ur not cold
2024-10-16 00:38:45,0,:/
2024-10-16 00:39:05,0,that is quite cute is ur cafeteria serving that??
2024-10-16 00:39:38,1,no it was this bakery near my dorm
2024-10-16 00:39:47,1,it was sooo good they had pumpkin purée in the middle
2024-10-16 00:39:54,0,delish
2024-10-16 00:39:59,1,turn that line upside down
2024-10-16 00:40:08,1,heyyyy i missss uuu
2024-10-16 00:40:11,0,:\
2024-10-16 00:40:14,0,hey
2024-10-16 00:40:16,1,harvey said it in a while 
2024-10-16 00:40:19,1,haven’t
2024-10-16 00:40:19,0,i miss u too 
2024-10-16 00:40:24,1,harvey said it too
2024-10-16 00:40:26,0,who the fuck is harvey 
2024-10-16 00:40:32,1,hey language
2024-10-16 00:40:37,0,who is this man you speak of
2024-10-16 00:40:45,1,he’s my imaginary friend 
2024-10-16 00:40:50,1,steve harvey
2024-10-16 00:40:50,0,hey i have those too 
2024-10-16 00:40:55,1,oh i know
2024-10-16 00:40:55,0,simon and james aren’t real 
2024-10-16 00:40:59,1,oh right
2024-10-16 00:41:06,1,i didn’t see them that one time
2024-10-16 00:41:09,1,just hallucinated 
2024-10-16 00:41:11,0,sorry mommy 🥺
2024-10-16 00:41:33,0,oh my god
2024-10-16 00:41:38,0,why would u say that to me
2024-10-16 00:41:42,1,sorry that was too insane
2024-10-16 00:41:48,1,emotions took over me
2024-10-16 00:42:01,0,that’s ok
2024-10-16 00:42:12,0,i’ll go plug a fork into a wall
2024-10-16 00:42:16,1,noooo
2024-10-16 00:42:18,0,and you’ll be traumatized forever 
2024-10-16 00:42:27,1,i will actually jumó off 
2024-10-16 00:42:29,1,rn
2024-10-16 00:42:35,1,5th floor is high enough
2024-10-16 00:42:50,1,ur telling if i die u won’t die too
2024-10-16 00:43:02,0,maybe
2024-10-16 00:43:07,0,we should not kill oursleves 
2024-10-16 00:43:08,1,fine🙄
2024-10-16 00:43:13,0,how about that 
2024-10-16 00:43:43,1,what does that mean
2024-10-16 00:43:53,1,how would u know i died if u didn’t find out
2024-10-16 00:44:18,1,ohhh
2024-10-16 00:44:19,0,uhm
2024-10-16 00:44:20,1,right
2024-10-16 00:44:21,0,hello?
2024-10-16 00:44:25,0,wavelength?
2024-10-16 00:44:26,1,how many fingers am i holding up
2024-10-16 00:44:53,1,why would u say that
2024-10-16 00:44:57,1,i only have 6 fingers
2024-10-16 00:45:16,1,i’m so tramautised
2024-10-16 00:45:25,1,trick question i wasn’t holding up any fingers
2024-10-16 00:46:12,0,7
2024-10-16 00:46:33,0,or 3
2024-10-16 00:46:48,0,right mb i shoulda known 
2024-10-16 00:49:45,0,ur traumatized?
2024-10-16 00:50:32,1,bc i only have 6 fingers
2024-10-16 00:51:24,1,i soo boreddd
2024-10-16 00:53:21,0,what combination of fingers do u have
2024-10-16 00:53:34,0,5 and 1 would be crazy
2024-10-16 00:53:45,0,wouldn’t that be so funny if u had a hand with one finger 
2024-10-16 00:54:05,0,u should totally leave and go climb or do ballet 
2024-10-16 00:54:23,0,that’s so crazy u could just leave lab and hangout in osaka all day 
2024-10-16 00:55:08,1,￼
2024-10-16 00:55:09,1,doesn’t this say so much about society
2024-10-16 00:55:31,1,so it’s like 10 choose 6 combinations so u do the math
2024-10-16 00:56:26,1,so crazy i could totally do that i just night
2024-10-16 00:58:52,0,it really does what an apt observation megan 
2024-10-16 00:59:05,0,right but which combination do u have 
2024-10-16 00:59:24,0,you could let the paper marinate in the meantime 
2024-10-16 01:02:43,1,oh all of them
2024-10-16 01:02:54,1,it’s been marinated
2024-10-16 01:03:14,1,￼kento is being so loved 
2024-10-16 01:22:03,0,nah not long enough let it ferment
2024-10-16 01:22:09,0,wow good for him 
2024-10-16 01:22:57,0,he deserves a better owner than jerry 
2024-10-16 01:23:11,0,wait so is he just never gonna pick up his cat??
2024-10-16 01:25:48,1,i think she told me hes still away so she’s keeping him for another 2 months 
2024-10-16 01:26:46,1,but ya at least kento is being treated well right now
2024-10-16 01:27:02,1,people here are soo mean like at least say good morning 
2024-10-16 01:42:53,1,no one says hi in this dog eat dog world
2024-10-16 01:43:15,1,i hope jessica just adopte him at this point 
2024-10-16 01:44:58,0,probably for the best i worry for him idk how jerry hasn’t killed him yet
2024-10-16 01:45:12,0,did ur anime neighbor not say hi 
2024-10-16 01:49:38,0,they’re probably just terrified of u 
2024-10-16 01:50:41,0,like u might be the only female they encounter on a day to day basis
2024-10-16 01:50:55,0,he honestly wouldn’t even care
2024-10-16 01:51:07,0,and she seems to like him way more than he does 
2024-10-16 02:05:34,1,ugh like grow some fucking balls 
2024-10-16 02:05:40,1,whatever it’s fine i have lissi
2024-10-16 02:06:04,1,yes she does rlly like him i think
2024-10-16 02:06:10,1,how’s ur coding going
2024-10-16 02:06:14,1,python
2024-10-16 02:06:16,1,julia
2024-10-16 02:06:18,1,and such 
2024-10-16 02:09:44,0,u should tell them that 
2024-10-16 02:10:05,0,coding is going fairly well i’m done w half the hw 
2024-10-16 02:10:21,0,the hw is p easy cause he shows us how to do most of it in the notes
2024-10-16 02:10:34,0,wbu how is ur work
2024-10-16 02:17:33,1,yayyy
2024-10-16 02:17:39,1,lovely work 
2024-10-16 02:17:41,1,good job! 
2024-10-16 02:18:16,1,it’s going great!! gave up on intro to do japanese hw
2024-10-16 02:23:42,0,ur so kind im now 5/8 done all thanks to ur encouragement
2024-10-16 02:24:14,0,fun!
2024-10-16 02:24:35,0,who needs math when u can learn japanese
2024-10-16 02:27:29,1,yayy i’ll give u a sticker 
2024-10-16 02:28:03,1,￼
2024-10-16 02:28:20,1,exactly そです
2024-10-16 02:31:01,1,なにをしましたか
2024-10-16 02:31:17,1,なにをしますか
2024-10-16 02:31:33,1,いいですね
2024-10-16 02:31:44,1,やばい
2024-10-16 02:31:57,1,ほんどに！
2024-10-16 02:32:12,1,おおおだいじょぶ
2024-10-16 02:32:27,1,いけましょか
2024-10-16 02:34:17,0,私のガールフレンドはとてもゴージャスで美しいです
2024-10-16 02:34:36,1,いいですね
2024-10-16 02:34:37,0,ive never been so proud of myself this is what i’ve been working for all along 
2024-10-16 02:36:36,1,好き
2024-10-16 02:37:09,1,あなたわすき
2024-10-16 02:37:30,1,あなたわだいすき
2024-10-16 02:37:46,1,oh wow
2024-10-16 02:37:51,1,had no idea that was love
2024-10-16 02:37:58,1,anywhoooo
2024-10-16 02:57:58,0,woww ur ely gonna say that on accident
2024-10-16 02:58:44,1,heyyy
2024-10-16 02:58:58,1,i thought it was gonna say i really like  you 
2024-10-16 02:59:04,1,but it works out too 
2024-10-16 02:59:28,1,anywhosville 
2024-10-16 03:00:42,0,anywhoooo
2024-10-16 03:03:24,1,doing optimisation on python aren’t u so into me 
2024-10-16 03:03:27,1,so stem 
2024-10-16 03:03:30,1,so cs
2024-10-16 03:03:40,1,+100 aura 
2024-10-16 03:47:11,0,so attractive i actually have a optimization kink
2024-10-16 03:47:41,0,i think cs might be minus aura 
2024-10-16 03:47:46,0,not very sigma of u
2024-10-16 03:48:02,0,3x12 mewing as punishment
2024-10-16 05:11:22,1,questioned “so attractive i actually have a optimization kink”
2024-10-16 05:11:32,1,what does an optimisation kink entail 
2024-10-16 05:12:03,1,hey but ur cs does that mean u are minus aura
2024-10-16 05:12:21,1,i mew enough as it is
2024-10-16 05:12:43,1,i’m going home now i’m gonna take a little nap
2024-10-16 05:26:54,0,whatever u think it does 
2024-10-16 05:27:01,0,i just say things
2024-10-16 05:27:56,0,oh yea most certainly 
2024-10-16 05:31:08,0,okok rest well talk to u soon 
2024-10-16 06:07:12,0,hey lmk when ur up
2024-10-16 06:23:30,1,shit sorry give me a second
2024-10-16 06:25:59,0,no worries take ur time
2024-10-16 09:13:44,1,"hey i know i said it accidentally today but i do really love you, i hope you know that i’d kill the whole world just to be next to you (maybe a little extreme)"
2024-10-16 09:15:34,1,i love love love love love you 
2024-10-16 09:30:51,0,that’s the sweetest thing but also oh my god i’m gonna have to break our pact the sidewalk looks so nice from the balcony
2024-10-16 09:31:00,0,but on a serious note
2024-10-16 09:37:53,0,"thanks for doing this with me, long distance blows and i know u always make an honest effort to try and connect with me even though it’s difficult. i’m so grateful to have you in my life and that you’re willing to do long distance especially after dating for only a short time, i have no doubt it my mind that this will be worth it and that things will work out"
2024-10-16 09:38:06,0,i love you megan 🫶
2024-10-16 21:29:59,0,oh definitely i think we’re projected for first place by a significant margin
2024-10-16 21:31:08,0,oh no! what a terrible problem to have! 
2024-10-16 21:31:42,0,no promises but i’ll try my best
2024-10-16 21:32:25,0,fantastic job megan another great climbing adventure w leanne 
2024-10-16 21:32:44,0,hope ur sleeping well i’ll talk to u soon 😘
2024-10-17 00:18:30,1,good morning
2024-10-17 00:18:35,1,u sound so sad
2024-10-17 00:19:13,0,hey girl
2024-10-17 00:19:15,0,good morning
2024-10-17 00:19:21,0,i’m not sad i’m feeling super b
2024-10-17 00:19:22,1,hey!
2024-10-17 00:19:29,1,oh that’s terrific
2024-10-17 00:19:34,1,always feeling super b 
2024-10-17 00:19:42,0,it rly is gloomy and depressing outside tho 
2024-10-17 00:19:43,1,how’s the studying going
2024-10-17 00:19:53,0,i got 4b done on the hw
2024-10-17 00:19:55,0,so uh 
2024-10-17 00:19:57,0,not that great
2024-10-17 00:20:09,1,that’s a english lexical field
2024-10-17 00:20:21,0,what does that mean
2024-10-17 00:20:23,1,hey u did one question tho!!
2024-10-17 00:20:32,0,1/3 of one question*
2024-10-17 00:20:34,1,when the weather reflects ur mood
2024-10-17 00:20:37,0,but yea progress 
2024-10-17 00:20:51,1,still ur getting somewhere
2024-10-17 00:20:57,1,is this 104
2024-10-17 00:21:00,0,yup
2024-10-17 00:21:02,1,can i see what ur doing 
2024-10-17 00:21:21,0,￼
2024-10-17 00:21:22,0,that’s my entire hw
2024-10-17 00:21:39,0,it’s not that bad i think i’m just a bit special 
2024-10-17 00:22:03,1,oh my god i miss math 
2024-10-17 00:22:11,1,what’s a euclidean domain
2024-10-17 00:24:04,0,"an integral domain with some function s s.t for all a, there exists a,b where
1). s(ab) >= s(b)
2). a = qb + r where s(r) < s(b)"
2024-10-17 00:24:14,0,i think 
2024-10-17 00:24:23,0,hey
2024-10-17 00:24:26,0,maybe come back here
2024-10-17 00:24:49,0,we have so much math here (your boyfriend is here too) 😀
2024-10-17 00:28:09,1,what is s
2024-10-17 00:28:21,1,ur right what the hell am i doing i’m coming back rn
2024-10-17 00:28:48,1,ohh function
2024-10-17 00:28:54,1,can u give me an example
2024-10-17 00:29:14,1,^ u jsut made me tear up early in the morning thank you love 
2024-10-17 00:29:30,1,also everyone in the climbing gym now knows about u
2024-10-17 00:29:39,1,thought u should know
2024-10-17 00:30:55,0,z with s(a) = |a|
2024-10-17 00:31:08,0,aww you’re welcome glad i could help 
2024-10-17 00:31:17,0,oh fun how did that happen
2024-10-17 00:31:30,1,bc idk what we were talking about but vanessa was like ohh but what if a rlly hot guy passed by smth smth and i made a ew face and she was like oh do u have a boyfriend and i was like mhm and she was like u have to show me and i was like okay later and she was like wow she’s trying to be so mysterious and i was like hey phone is in my bag and she was making me show her and then everyone looked and then she showed me her girlfriend 
2024-10-17 00:32:27,1,oh i give up i don’t like math anymore
2024-10-17 00:35:59,0,fun fun are all ur interactions in the gym with a big crowd around u
2024-10-17 00:36:14,0,like when lissi opened her smiski
2024-10-17 00:36:44,0,also what a great girlfriend so loyal 
2024-10-17 00:37:01,0,eh it’s ok almost nobody rly does  
2024-10-17 00:37:05,0,i’m done w 4c tho!
2024-10-17 00:43:45,1,that was also vanessa also when i say everyone exclusively it’s vanessa fatimah leanne this time with the owner’s wife too she’s fun and some taiwanese girl
2024-10-17 00:45:11,1,no i actually can’t talk to any men anymore like except for my professor and like old people everytime i see a man i want to throw up bc it’s not andrew so why am i even talking to you 
2024-10-17 00:46:04,1,yayy yipeee 
2024-10-17 00:53:54,0,what a fun spread of ppl 
2024-10-17 00:54:19,0,ahaha that’s hilarious
2024-10-17 00:56:46,0,so sweet of u what did i do to deserve this 
2024-10-17 00:57:05,0,do u ever look at a math problem and wonder how to even start it 
2024-10-17 01:35:57,1,like butter and jam
2024-10-17 01:36:13,1,u didn’t it just happened
2024-10-17 01:36:41,1,ughhhh tyler saw me at the shoe locker so i had to walk to class with him ugh
2024-10-17 01:36:49,1,all the dang time
2024-10-17 01:59:00,0,ughhh not tyler is that the guy u sit next to in lab 
2024-10-17 01:59:14,0,i gave up on the problem i’m home now making dinner
2024-10-17 02:35:13,1,omg no not him i would never walk with him in a million years 
2024-10-17 02:35:18,1,tyler’s dude from canada 
2024-10-17 02:35:31,1,yay what’s for dinner 
2024-10-17 02:35:59,1,クライミング
2024-10-17 02:36:45,0,oh right is that the guy who says he’s catholic but does all sorts of drugs
2024-10-17 02:36:58,0,wait what’s wrong w tyler why do we not like him 
2024-10-17 02:37:13,0,chicken potatoes rice
2024-10-17 02:37:38,0,what a fun way to say climbing 
2024-10-17 02:38:11,1,yes that one
2024-10-17 02:38:55,1,nothings wrong with him i just don’t want to be friends with him
2024-10-17 02:39:09,1,yum yum chicken dinner 
2024-10-17 02:39:17,1,^pubg reference 
2024-10-17 02:39:41,1,じむ？
2024-10-17 03:02:18,0,oh ok how was the walk what’d yg talk abt
2024-10-17 03:02:30,0,winner winner chicken dinner
2024-10-17 03:02:44,0,yk i used to play pubg all the time in hs
2024-10-17 03:03:03,0,hai!
2024-10-17 03:12:28,1,just what we’re doing at the lab 
2024-10-17 03:12:54,1,he’s been abroad since february so crazy he did a semester in korea then summer in thailand and now japan
2024-10-17 03:13:38,1,not joking we should play 
2024-10-17 03:13:49,1,i meant to say gym
2024-10-17 03:14:09,1,also u wanna call tonight for 10 minutes
2024-10-17 03:16:53,0,jesus christ mr worldwide
2024-10-17 03:17:07,0,i’m down but pubg mobile is fake
2024-10-17 03:17:22,0,wait also ik u said we should play minecraft jokingly but it’s kind of a great idea imo
2024-10-17 03:17:33,0,ik i figured 
2024-10-17 03:17:52,0,yes when will u be free
2024-10-17 03:17:59,1,hey mobile is all i know 
2024-10-17 03:18:10,0,i still need to eat dinner rn and then workout sometime so i’ll slot it in between wcitidies 
2024-10-17 03:18:10,1,yes we can make castles and villages
2024-10-17 03:18:17,1,i just need to find my account again
2024-10-17 03:18:46,1,hmm i think i’ll leave lab maybe 4/4:30
2024-10-17 03:18:51,1,so maybe right before u sleep
2024-10-17 03:19:31,1,and we need to try to end the call bc we always end up talking for way longer than intended which takes away ur sleep time
2024-10-17 03:19:33,0,ok 4/4:30 is perfect
2024-10-17 03:19:41,0,yes we will definitely do that today
2024-10-17 03:41:32,1,just so u don’t misunderstand i said i’m leaving at that time
2024-10-17 03:41:39,1,so i’ll prolly be around 30 minutes after
2024-10-17 03:41:47,1,but i’ll see i’m super tired today so i might leave early
2024-10-17 04:00:28,0,oh great clarification i totally didn’t misunderstand that at all 
2024-10-17 04:00:43,0,okk just lmk a little before ur ready 
2024-10-17 04:19:38,1,see i know u so well 
2024-10-17 04:19:52,1,kk
2024-10-17 04:20:27,1,taking the bus back to the other campus
2024-10-17 04:20:35,1,had no idea there was one it’s free too how fun
2024-10-17 04:39:24,0,ya know how in history they have greats like alexander the great 
2024-10-17 04:39:34,0,u should be megan the great i believe we can make it happen 
2024-10-17 04:39:53,0,oh so fun i know how much u love ur bus rides
2024-10-17 04:45:20,1,but wasn’t alexander the great actually in fact nkt that great u know 
2024-10-17 04:45:43,1,no this wasn’t that fun the seats are too low so i couldn’t rlly see the view 
2024-10-17 04:48:38,0,well yeah but obviously you would be super great 
2024-10-17 04:48:54,0,nvm then we hate the bus
2024-10-17 04:49:25,0,whatcha doing today after lab
2024-10-17 04:51:50,0,https://www.nytimes.com/crosswords/game/mini
2024-10-17 04:51:50,0,i solved the 10/17/2024 new york times mini crossword in 2:05!
2024-10-17 04:52:03,0,hey i’ve never done that 
2024-10-17 04:52:19,0,i wasted 30 seconds cause i didn’t know how to spell one of the words
2024-10-17 04:53:22,1,megan the super great doesn’t have a good ring to it tho
2024-10-17 04:53:39,1,i’m gonna go grocery shopping and cook dinna with lissi 
2024-10-17 04:54:01,0,how about megan the super b
